DOT_Number,Company_Name,DBA_Name,Representative_Name,Representative_Title,Phone,Email,Street_Address,City,State,Zip_Code,Current_Insurance_Carrier,Policy_Expiration_Date,Insurance_Amount_On_File,Fleet_Size,Number_of_Drivers,Operation_Type,Entity_Type
2958341,"WAMEKAN LOGISTICS LLC",WAMEKAN,,,3174260012,safety@wamekan.com,,ASHVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-21,1000000.0,25,0,,""
4450284,"WEST COAST LOGISTICS INC","",,,9373367343,WESTCOAST0098@GMAIL.COM,,DAYTON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-21,750000.0,1,0,,""
4445031,"XCELL TRUCKING LLC","",,,2169904606,JFEDAK10@YAHOO.COM,,BRUNSWICK,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-21,750000.0,1,0,,""
4200678,"YG TRANSPORTATION LLC","",,,9376543705,LYLIANAMW@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-21,750000.0,4,0,,""
4373700,"YURT EXPRESS LOGISTICS LLC","",,,5138085041,YURTEXPLOG@GMAIL.COM,,MASON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-21,750000.0,1,0,,""
4451493,"369 TRANSPORTATION LLC","",,,5132121778,ZAIDHADWEH@ICLOUD.COM,,MIAMISBURG,OH,"","CENTRAL MUTUAL INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4323483,"5 RIVER TRUCKING INC","",,,4404778384,5RIVERTRUCKING1@GMAIL.COM,,"BROADVIEW HEIGHTS",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4448685,"AMO MOVING LLC","",,,6145603621,JOHNJKOTCHKOSKI@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
4448941,"ANKROS PROFESSIONAL LLC","",,,3802364184,ANDERSONNOEL119@GMAIL.COM,,REYNOLDSBURG,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4257139,"ANUO LOGISTICS LLC","",,,2163030506,ANUOLOGISTICS@OUTLOOK.COM,,AKRON,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4270630,"BELTRANS MVP INC","",,,9295099037,BLTMVP03@GMAIL.COM,,"TIPP CITY",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,2,0,,""
2296153,"BERNAMAR TRUCKING LLC","",,,6145989525,bernardaboabo@yahoo.com,,COLUMBUS,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
3147852,"BRIDGEPORT EXPRESS LLC","",,,2062586171,BRIDGEPORTEXPRESS1@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2025-08-22,1000000.0,2,0,,""
4423206,"CAP LOGISTICS LLC","",,,4406577822,CAPLOGISTICSLLCBUSINESS@GMAIL.COM,,ELYRIA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
4194832,"CARFY INC","",,,9179357449,CARFYINC@GMAIL.COM,,"NORTH ROYALTON",OH,"","EVERSPAN INSURANCE COMPANY",2025-08-22,1000000.0,3,0,,""
1697439,"COMPLETE AUTO TRANSPORT SERVICES LLC","",,,3303986519,FNIGRO63@GMAIL.COM,,HUBBARD,OH,"","CANAL INSURANCE CO.",2025-08-22,1000000.0,1,0,,""
400094,"DEARWESTER TRUCKING INC","",,,5135353471,trdearwester@gmail.com,,MASON,OH,"","PEKIN INSURANCE CO.",2025-08-22,1000000.0,2,0,,""
587612,"DOUBLE G TRUCKING CO INC","",,,7405032271,doublegtrucking06@gmail.com,,AMANDA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,3,0,,""
4451651,"EVEREST FREIGHT USA LLC","",,,6146036034,EVERESTFREIGHTUSA@GMAIL.COM,,REYNOLDSBURG,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,2,0,,""
4108574,"FAST EXPRESS DELIVERY LLC","",,,6195194365,TSEGISHBK@YAHOO.COM,,CINCINNATI,OH,"","GREAT WEST CASUALTY CO.",2025-08-22,1000000.0,2,0,,""
4238573,"FDTR TRUCKING LLC","",,,2162557807,FDTRTRUCKING@GMAIL.COM,,CLEVELAND,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
2407371,"FOREVER EXPRESS LLC","",,,2168167000,GOPI.7000@YAHOO.COM,,TWINSBURG,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-22,750000.0,2,0,,""
4248745,"FRB EXPRESS LLC","",,,3477726933,FRBEXPRESSLLC@GMAIL.COM,,COLUMBUS,OH,"","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN",2025-08-22,750000.0,1,0,,""
2866547,"FREDMUK FREIGHT LLC","",,,5133000926,MUKE_FREDDY@YAHOO.COM,,"WEST CHESTER",OH,"","ACCREDITED SPECIALTY INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
2160321,"INTERIOR SUPPLY LOGISTICS INC","",,,6144246611,akarcher@ralaw.com,,COLUMBUS,OH,"","THE CHARTER OAK FIRE INSURANCE CO.",2025-08-22,750000.0,89,0,,""
1652672,"KEVIN A EHLING","",,,5132846947,ehlingk@aol.com,,MORROW,OH,"","FLAGSHIP CITY INSURANCE",2025-08-22,750000.0,1,0,,""
4450324,"KLINE EXPRESS LLC","",,,3304428596,KLINEEXPRESS@OUTLOOK.COM,,CHARDON,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-22,300000.0,1,0,,""
4445731,"MAAH TRANSPORT LLC","",,,6148964170,MAAHTRANSPORTLLC@GMAIL.COM,,WESTERVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
2134880,"MELISSA MARIE WAHID","J AND M EXPRESS COURIERS",,,4407735396,JMXPCOURIERS@AOL.COM,,"MENTOR ON THE LAKE",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4450669,"MR NNAMZ COURIER COMPANY","",,,4193208334,MRNNAMZCOURIER@OUTLOOK.COM,,TOLEDO,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
3535295,"NAJ CARRIER LLC","",,,6086402039,NAJCARRIER@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2025-08-22,750000.0,1,0,,""
4257118,"NAVA LOGISTICS LLC","",,,3302456281,NAVALOGISTICSLLC@OUTLOOK.COM,,WADSWORTH,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4431023,"NORTHEAST CARRIER INC","",,,8453752813,NEAST9602@GMAIL.COM,,CLEVELAND,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4251745,"PREMIER TRUCKING LOGISTICS LLC","",,,5133562215,MBROWN@PREMIERTRUCKING-LOGISTICS.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
3939952,"PRIVATEER SOLUTIONS LLC","",,,6319430714,managepsllc@gmail.com,,CLEVES,OH,"","GREAT WEST CASUALTY CO.",2025-08-22,1000000.0,5,0,,""
1968324,"ROCK CHUCKERS LLC","",,,9374733600,glen@ROCKCHUCKERS.COM,,COVINGTON,OH,"","SELECTIVE INSURANCE COMPANY OF SOUTH CAROLINA",2025-08-22,750000.0,14,0,,""
4050438,"S AND S RECOVERY AND CUSTOMIZATION LLC","HARLEY'S TOWING SERVICES",,,6143651398,HARLEY@HARLEYSTOWING.COM,,JOHNSTOWN,OH,"","PEKIN INSURANCE CO.",2025-08-22,1000000.0,2,0,,""
3865380,"SAFE LANES TRANSPORTATION LLC","",,,8779297750,MIKE.SAFELANES@GMAIL.COM,,CINCINNATI,OH,"","EASTERN ATLANTIC INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4110779,"SLS GROUP INC","",,,4152995914,RIKSIBAYEV@BK.RU,,MASON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4194932,"SMITH & SON DELIVERY LLC","",,,2165985119,DARIENSMITH3@GMAIL.COM,,"NORTH ROYALTON",OH,"","CONCERT SPECIALTY INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4420184,"SOLIDTRACK FREIGHT INC","",,,2347200053,SOLIDTRUCKFREIGHTINC@GMAIL.COM,,"GROVE CITY",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
4413312,"SOUTHWEST MN LLC","",,,6145490728,SOUTHWESTMNLLC@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,1,0,,""
4423931,"SUPERIOR LEASING AND FREIGHT LLC","",,,6142905471,AWILL0602@YAHOO.COM,,GROVEPORT,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-22,750000.0,0,0,,""
3142418,"TRIPLE O BROKERAGE INC","",,,5135447563,TRIPLEOBROKERAGEINC@GMAIL.COM,,MASON,OH,"","NATIONWIDE MUTUAL INSURANCE COMP",2025-08-22,0.0,0,0,,""
3567995,"TURKISTAN INC","",,,5134453010,TURKISTAN252@gmail.com,,CINCINNATI,OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2025-08-22,1000000.0,50,0,,""
4094044,"WARDA TRUCKING LLC","",,,6142665687,ABDIAARALI@GMAIL.COM,,TRENTON,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-22,750000.0,1,0,,""
4274064,"WATAN LOGISTICS INC","",,,2348175242,WATANLOGISTICSINC@GMAIL.COM,,AKRON,OH,"","GREAT WEST CASUALTY CO.",2025-08-22,1000000.0,1,0,,""
4338714,"WAVE CARGO INC","",,,5138826010,WAVECARGOINCO@GMAIL.COM,,"WEST CHESTER",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-22,1000000.0,1,0,,""
3642375,"BLESSED TRANSPORTATION LLC","",,,6149697552,BTRANSPORTATION101@GMAIL.COM,,COLUMBUS,OH,"","TRISURA SPECIALTY INSURANCE COMPANY",2025-08-23,750000.0,3,0,,""
3690985,"DARIN TRANSPORT LLC","",,,9294056097,DARINTRANSPORT@GMAIL.COM,,COLUMBUS,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-23,750000.0,3,0,,""
4406276,"DARKSIDE EXPRESS INC","",,,7201596922,darksideexpressinc@gmail.com,,SPRINGBORO,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
3927540,"EMK EXPRESS LLC","",,,8653066037,EMKEXPRESSLLC@GMAIL.COM,,"NORTH OLMSTED",OH,"","OCCIDENTAL FIRE AND CASUALTY CO. OF N.C.",2025-08-23,750000.0,1,0,,""
3691509,"FALCON SHIPPING LLC","",,,6143157795,FALCONLLC21@GMAIL.COM,,POWELL,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-23,750000.0,2,0,,""
3473228,"GILLSON SOLUTIONS INC","",,,9377510119,LOGANSTORCK@GMAIL.COM,,DAYTON,OH,"","ALLEGHENY CASUALTY COMPANY",2025-08-23,0.0,0,0,,""
3873030,"J & A LOGISTICS TRANSPORTATION LLC","",,,6306614192,jalogisticstrans@gmail.com,,CINCINNATI,OH,"","CONCERT SPECIALTY INSURANCE COMPANY",2025-08-23,750000.0,10,0,,""
1835782,"J GOETZ FARMS LLC","",,,4193928055,jgoetzfarms@gmail.com,,"OAK HARBOR",OH,"","EASTERN ATLANTIC INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
3880247,"JULIUS CAMERON TRUCKING LLC","",,,5138960358,BENGE.JAMIE23@GMAIL.COM,,"LIBERTY TWP",OH,"","CENTRAL MUTUAL INSURANCE COMPANY",2025-08-23,750000.0,4,0,,""
3321276,"LEWIZ LLC","",,,5138019897,lewizllcw@gmail.com,,CINCINNATI,OH,"","SIRIUSPOINT AMERICA INSURANCE COMPANY",2025-08-23,750000.0,2,0,,""
4442582,"MDW TRUCKING LLC","",,,9293213713,MDW.TR@YAHOO.COM,,DAYTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-23,300000.0,0,0,,""
3160551,"MILES AND SMILES TRANSPORT LLC","",,,6145584379,DISPATCHMILES@GMAIL.COM,,"GROVE CITY",OH,"","SIRIUSPOINT AMERICA INSURANCE COMPANY",2025-08-23,750000.0,4,0,,""
3664031,"ON THE WAY TRUCKING LLC","",,,6147794057,Onthewaytrucking440@gmail.com,,COLUMBUS,OH,"","INCLINE CASUALTY COMPANY",2025-08-23,750000.0,9,0,,""
4269759,"ON TIME SOLUTION LLC","",,,6147561182,ONTIMESOLUTIONLLC@GMAIL.COM,,HILLIARD,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-23,750000.0,3,0,,""
4093660,"OROMIA LOGISTICS LLC","",,,6193167219,MISGANA0120@GMAIL.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-23,750000.0,1,0,,""
4005167,"RAYKOR CARRIER LLC","",,,9373970034,WHM.JR@RAYKORCARRIER.COM,,TROTWOOD,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
3932538,"ROYAL ARK LOGISTICS LLC","",,,6144324944,ROYALARKLOGISTICS@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2025-08-23,1000000.0,2,0,,""
3669666,"SABKA LOGISTICS LLC","",,,6127515234,ABAXPRESS1@GMAIL.COM,,COLUMBUS,OH,"","BENCHMARK INSURANCE COMPANY",2025-08-23,750000.0,2,0,,""
4286784,"SADIE HAULING CO","",,,2162583634,SADIEHAULING@GMAIL.COM,,CLEVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
1236056,"SHERMAN D BEAVER JR","BEAVER TRUCKING",,,7403102693,shermanbeaver9@gmail.com,,"ST CLAIRSVILLE",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-23,1000000.0,1,0,,""
3995330,"TOP CARGO EXPRESS LLC","",,,6892704588,topcargoexpressllc@gmail.com,,MASON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
2829351,"ULTRA PARTY BUS LLC","",,,4199433900,MARK@TRUCKINGCONSULTANT.COM,,LEIPSIC,OH,"","NATIONAL INDEMNITY COMPANY",2025-08-23,5000000.0,4,0,,""
2569834,"WEBO CARGO LLC","",,,6123001289,AHMEDWEBO29@GMAIL.COM,,PICKERINGTON,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-23,750000.0,1,0,,""
1591539,"CORPORATE TRANSPORTATION & LIMOUSINES LLC","CHILDERS LIMOUSINE",,,4195357019,CHILDERSTRANSPORTATION@GMAIL.COM,,TOLEDO,OH,"","GENERAL STAR INDEMNITY COMPANY",2025-08-24,4000000.0,9,0,,""
2874103,"CRM LOGISTICS LLC","",,,3307874737,CMORJOCK@gmail.com,,"NEW MIDDLETOWN",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-24,1000000.0,2,0,,""
2556028,"DOUBLE A TRANSPORTATION LLC","",,,6147875007,ABDUL@AA-transport.com,,COLUMBUS,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2025-08-24,750000.0,5,0,,""
4323811,"ESSE INC","",,,9372400708,OFFICE@ESSELOG.COM,,DAYTON,OH,"","BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY",2025-08-24,750000.0,1,0,,""
4083184,"HOOK AND BOOK LOGISTICS SYSTEMS BTD LLC","",,,4409900122,compliance.btd@hookandbook.com,,EUCLID,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-24,750000.0,1,0,,""
3384206,"LSKY TRANSPORT LLC","",,,7038264931,LSKYTRANSPORT@GMAIL.COM,,DUBLIN,OH,"","KNIGHTBROOK INSURANCE COMPANY",2025-08-24,750000.0,20,0,,""
3495073,"MONGO TRANSPORT LLC","MONGO TRANSPORT",,,8138089993,mangodayton@gmail.com,,DAYTON,OH,"","OCCIDENTAL FIRE AND CASUALTY CO. OF N.C.",2025-08-24,750000.0,1,0,,""
3728230,"NEXUS FREIGHT INC","",,,5136143746,UZKENJAEV@GMAIL.COM,,"BLUE ASH",OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2025-08-24,1000000.0,43,0,,""
4365160,"SLOAN'S HAULING LLC","",,,7403101947,sloanshauling2025@gmail.com,,"SAINT CLAIRSVILLE",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-24,750000.0,1,0,,""
3405873,"TWIN CITIES XPRESS LLC","",,,3474614958,twincityexpress612@gmail.com,,MORROW,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-24,750000.0,20,0,,""
2086471,"WESTERN M INC","",,,6146688374,BURJEB2@YAHOO.COM,,DUBLIN,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-24,750000.0,4,0,,""
3830945,"YSB RELOCATION INC","",,,4692745617,YSBRELOCATION76@GMAIL.COM,,WESTERVILLE,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-24,750000.0,1,0,,""
4443384,"ACTIVE TRANS SERVICES LLC","",,,2672423789,RZARHIN@GMAIL.COM,,CLEVELAND,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,1000000.0,1,0,,""
3440296,"ALWAYS QUALITY & MORE","LOGISTICS & MORE",,,3802728246,alwaysquality123@gmail.com,,"PLAIN CITY",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,2,0,,""
4423608,"AMERICON RESTORATION OF THE OHIO VALLEY LLC","AMERICON RESTORATION",,,3302383927,office@americonrestoration.com,,YOUNGSTOWN,OH,"","STATE AUTOMOBILE MUTUAL INSURANCE COMPANY",2025-08-25,750000.0,2,0,,""
3133124,"AMIN EXPRESS & TRANS LLC","",,,6149641843,AMINEXPRESS3391@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,7,0,,""
2509762,"ATLAS AUTOMOTIVE INC","",,,2166710100,ibogdan@sbcglobal.net,,CLEVELAND,OH,"","MOTORISTS COMMERCIAL MUTUAL INSURANCE COMPANY",2025-08-25,0.0,5,0,,""
2876243,"AUTOMOTIVE APPEARANCE PROS LLC","",,,6142620116,TIMG@APPCOLUMBUS.COM,,WORTHINGTON,OH,"","MOTORISTS COMMERCIAL MUTUAL INSURANCE COMPANY",2025-08-25,1000000.0,2,0,,""
3307705,"AYAR LOGISTIC LLC","",,,5188076652,Info@ayarlogisticllc.com,,TOLEDO,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,35,0,,""
3824667,"AZ TRANSPORT LLC","",,,9378676154,AZTRANSPORT81@GMAIL.COM,,SPRINGBORO,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-25,1000000.0,1,0,,""
4421937,"BRIGHTSTAR CARRIER LLC","",,,2088011646,BRIGHTSTARCARRIERLLC@GMAIL.COM,,"GROVE CITY",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3810114,"BUCKEYE TRANSPORT AND LOGISTICS LLC","BUCKEYE TRUCKING",,,7404082577,BUCKEYETRANSPORTLOGISTICS@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2025-08-25,1000000.0,1,0,,""
649214,"C & M TRANSPORT INC","",,,4403500802,MARKS@CMTRANSPORT.COM,,PAINESVILLE,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,17,0,,""
3578557,"CARROLL'S TOWING AND RECOVERY LLC","LANE'S ROAD SERVICE AND TOWING LLC",,,7406107974,CARROLLSTOWING720@GMAIL.COM,,FRAZEYSBURG,OH,"","AMGUARD INSURANCE COMPANY",2025-08-25,1000000.0,3,0,,""
4105257,"COMPLETE TOWING SERVICE LLC","",,,7404041011,JSCOMPLETETOWING@GMAIL.COM,,NEWARK,OH,"","ACCELERANT NATIONAL INSURANCE COMPANY",2025-08-25,1000000.0,2,0,,""
2909923,"DMW TRUCKING INC","",,,9377255334,DMWTRUCKINGINC@GMAIL.COM,,LYNCHBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,5,0,,""
4316967,"DRIX LOGISTICS LLC","",,,5134429024,CHRISHENDRIX859@GMAIL.COM,,CINCINNATI,OH,"","BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
4363398,"EASY WAY LOGISTICS LLC","",,,9293656014,ALEXMAXIME2021@GMAIL.COM,,WESTERVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
4072637,"EDWARD EXPRESS DELIVERY LLC","",,,6143789447,EDWARD.JORGE2023@GMAIL.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,3,0,,""
2239538,"FREIGHT CONCEPTS INC","",,,3303341515,SHIP@SHIPFCI.COM,,WADSWORTH,OH,"","UNITED CASUALTY AND SURETY INSURANCE COMPANY",2025-08-25,0.0,0,0,,""
3288532,"GENERATION TRUCKING LLC","",,,4404541622,CEEZ0885@GMAIL.COM,,EUCLID,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,2,0,,""
3764562,"GG HUNTERS INC","",,,3479811742,Gghunters12@gmail.com,,PARMA,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,300000.0,4,0,,""
2173067,"GILL BROS LLC","",,,9376548328,GILLBROLLC33@GMAIL.COM,,XENIA,OH,"","MOTOR TRANSPORT MUTUAL RRG INC",2025-08-25,750000.0,1,0,,""
3448060,"GILL COMPANY LLC","",,,7757376471,gillcompanyioa@gmail.com,,FAIRBORN,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
4402796,"HADID LOGISTICS INC","",,,4694041269,HADIDLOGISTICSINC@GMAIL.COM,,"MAYFIELD HEIGHTS",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3525984,"HIGGINS EXCAVATING LTD","",,,3309369020,HIGGINSDERIK@YAHOO.COM,,NAVARRE,OH,"","WEST BEND INSURANCE COMPANY",2025-08-25,1000000.0,6,0,,""
2860748,"IGNAT LLC","",,,8885244303,INFO@IGNATLLC.COM,,YOUNGSTOWN,OH,"","TRISURA SPECIALTY INSURANCE COMPANY",2025-08-25,1000000.0,65,0,,""
3959254,"J&A AUTO TRANSPORT LLC","",,,3302320727,ELITEJUNKMAN@YAHOO.COM,,WARREN,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
4114403,"JSK FREIGHT INC","",,,2537661147,JSKFREIGHT23@GMAIL.COM,,"LEWIS CENTER",OH,"","EVERSPAN INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
2978532,"K & A LOGISTICS INC","",,,9143920470,KALOGISTICS365@GMAIL.COM,,BEAVERCREEK,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,1000000.0,1,0,,""
3887341,"LEMBERG EXPRESS INC","",,,2162938842,lembergexpress23@gmail.com,,STRONGSVILLE,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,2,0,,""
2833020,"LIBERTY FREIGHT LINES LLC","",,,9544390301,jon@libertyfreightlines.com,,GALION,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
2507171,"M & S EXPRESS TRUCKING LLC","",,,2167122722,harpreet509@yahoo.com,,TWINSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3609137,"MADINA XPRESS LLC","",,,6145150244,MADINAXPRESSLLC@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
4439759,"MERIDIAN FREIGHT COMPANY LLC","",,,4195528393,DBARNHART99@YAHOO.COM,,FREMONT,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-25,750000.0,2,0,,""
3458923,"MESO TRUCKING LLC","",,,6146323563,MESO_ENDO@YAHOO.COM,,BLACKLICK,OH,"","BERKLEY CASUALTY COMPANY",2025-08-25,750000.0,2,0,,""
2287437,"MICHAEL M SHILAVULA","YINGO LOGISTICS",,,5623034948,MMADEGWA2002@YAHOO.COM,,COLUMBUS,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
3461473,"MIRELDOR CORPORATION","",,,6149800203,irodacorp@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3391852,"MNS LOGISTICS INC","",,,8887459404,dispatchmnslogistics@gmail.com,,MAINEVILLE,OH,"","BENCHMARK SPECIALTY INSURANCE CO.",2025-08-25,750000.0,25,0,,""
331382,"MORSE VAN LINES LLC","",,,4403522600,pam@morsevanlines.com,,PAINESVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,5,0,,""
4048121,"PRO EXPRESS MOVING LLC","",,,3139709130,INFO@PROEXPRESS.LLC,,STUTHERS,OH,"","STAR MUTUAL RRG",2025-08-25,750000.0,2,0,,""
4253226,"RAR EXPRESS LLC","",,,2168201443,OHIORAREXPRESS@GAMAIL.COM,,WESTLAKE,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,1000000.0,1,0,,""
3795036,"RC FREIGHT LLC","",,,2062956739,RCFREIGHTLLC2022@GMAAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,1,0,,""
4025929,"REVOSSORC LLC","",,,5135460499,TORRANCEJONESJFK@GMAIL.COM,,CINCINNATI,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3698992,"SAFA AND MARWA TRANSPORTATION LLC","",,,6146050214,SAFAANDMARWATRANSPORTATION@GMAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2025-08-25,750000.0,1,0,,""
1486023,"T & J TRUCKING SERVICE INC","",,,5136027008,"",,"WEST CHESTER",OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
4431888,"TASH PRIME INC","",,,8326176838,tashprimeinc@gmail.com,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2025-08-25,750000.0,1,0,,""
3910761,"TRANSPORT & TRUCKLOADS LLC","",,,5139104692,RHEMAIL4200@GMAIL.COM,,CINCINNATI,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
2871070,"UA SERVICE LLC","",,,2169257868,uasparma@gmail.com,,STRONGSVILLE,OH,"","GEICO MARINE INSURANCE COMPANY",2025-08-25,1000000.0,1,0,,""
3347797,"UZTRANS LLC","",,,5139667666,BAHODIR_ABDULHAKOV@YAHOO.CO.UK,,MASON,OH,"","NORTHLAND INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
4410985,"YANNI STYLE TRUCKING COMPANY","",,,5135046595,AMANDAH7944@GMAIL.COM,,MASON,OH,"","GEICO GENERAL INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
4302065,"YWNA LLC","",,,2013442246,ABDULKADIR39@GMAIL.COM,,GALLOWAY,OH,"","EVERSPAN INSURANCE COMPANY",2025-08-25,750000.0,1,0,,""
